metro_area,total_workers,car_truck_or_van,drove_alone,carpooled,public_transportation,bus,long_distance_train_or_commuter_rail,light_rail_streetcar_or_trolley,ferryboat,taxicab,motorcycle,bicycle,walked,other_means,worked_from_home,other_aggregate,worked_from_home_extended,metro_area_id,year
"Jacksonville, TX Micro Area",19977,18790,15748,3042,2381,334,327,52,52,0,0,0,0,69,278,96,692,27380,2019
"Jamestown, ND Micro Area",10501,9590,8542,1048,673,250,125,18,18,0,0,0,0,6,336,208,343,27420,2019
"Jamestown-Dunkirk-Fredonia, NY Micro Area",54703,49362,44393,4969,4153,473,343,182,131,20,26,0,5,219,2190,798,1952,27460,2019
"Janesville-Beloit, WI Metro Area",78443,72975,65109,7866,5902,1197,767,449,449,0,0,0,0,255,1504,789,2471,27500,2019
"Jasper, AL Micro Area",23982,22851,20267,2584,1882,555,147,28,28,0,0,0,0,13,248,236,606,27530,2019
"Jasper, IN Micro Area",27859,26370,24630,1740,1382,151,207,39,39,0,0,0,0,30,358,118,944,27540,2019
"Jayuya, PR Micro Area",3137,2787,2596,191,191,0,0,17,17,0,0,0,0,0,246,0,87,27580,2019
"Jefferson, GA Micro Area",30652,28495,25741,2754,1736,623,395,132,129,3,0,0,0,3,110,335,1577,27600,2019
"Jefferson City, MO Metro Area",71131,66789,59829,6960,5258,937,765,230,216,0,14,0,0,105,870,1044,2093,27620,2019
"Jennings, LA Micro Area",11975,11299,9874,1425,979,291,155,30,30,0,0,0,0,11,173,233,229,27660,2019
"Jesup, GA Micro Area",10630,9860,8772,1088,666,285,137,67,67,0,0,0,0,0,16,376,311,27700,2019
"Johnson City, TN Metro Area",88513,81365,76018,5347,4087,802,458,385,340,1,28,16,0,38,1186,1612,3927,27740,2019
"Johnstown, PA Metro Area",55741,51011,45838,5173,3883,624,666,656,650,0,3,0,3,83,1442,608,1941,27780,2019
"Jonesboro, AR Metro Area",58262,54904,48628,6276,4910,794,572,257,257,0,0,0,0,40,1024,232,1805,27860,2019
"Joplin, MO Metro Area",81747,75952,67386,8566,6628,963,975,247,193,3,0,48,3,177,1179,887,3305,27900,2019
"Juneau, AK Micro Area",17110,14009,11640,2369,1795,377,197,747,621,4,0,0,122,191,1148,184,831,27940,2019
"Kahului-Wailuku-Lahaina, HI Metro Area",83031,72545,61614,10931,7444,1892,1595,1984,1858,36,0,24,66,340,2017,1231,4914,27980,2019
"Aberdeen, SD Micro Area",22599,20123,18316,1807,1227,411,169,16,13,0,0,3,0,129,675,253,1403,10100,2019
"Aberdeen, WA Micro Area",27749,24347,21356,2991,2518,290,183,267,265,0,2,0,0,138,842,298,1857,10140,2019
"Abilene, TX Metro Area",77559,70475,62273,8202,6377,1025,800,396,396,0,0,0,0,206,1507,710,4265,10180,2019
"Ada, OK Micro Area",17312,16349,14709,1640,1343,204,93,123,120,3,0,0,0,48,356,156,280,10220,2019
"Adrian, MI Micro Area",43688,40388,36591,3797,2858,491,448,150,150,0,0,0,0,195,1230,252,1473,10300,2019
"Aguadilla-Isabela, PR Metro Area",78523,73173,65207,7966,5329,1880,757,325,82,55,0,106,82,292,2200,651,1882,10380,2019
"Akron, OH Metro Area",342768,314823,290234,24589,18892,3512,2185,4467,4390,9,0,29,39,332,5460,2105,15581,10420,2019
"Alamogordo, NM Micro Area",25668,23423,20477,2946,2227,458,261,219,212,0,0,7,0,88,764,305,869,10460,2019
"Albany, GA Metro Area",59476,55092,48289,6803,5242,1122,439,592,588,0,0,4,0,78,943,539,2232,10500,2019
"Albany-Lebanon, OR Metro Area",53881,48759,42726,6033,4725,857,451,92,71,3,16,2,0,348,1199,810,2673,10540,2019
"Albany-Schenectady-Troy, NY Metro Area",443109,387074,351556,35518,28703,4405,2410,16033,15314,207,364,66,82,1243,14765,3810,20184,10580,2019
"Albemarle, NC Micro Area",28221,26216,23562,2654,2110,314,230,28,28,0,0,0,0,0,470,262,1245,10620,2019
"Albert Lea, MN Micro Area",14808,13628,12277,1351,1025,244,82,85,83,2,0,0,0,120,392,133,450,10660,2019
"Albertville, AL Micro Area",38759,37036,33601,3435,2317,815,303,169,169,0,0,0,0,1,344,188,1021,10700,2019
"Albuquerque, NM Metro Area",414137,373474,333885,39589,29859,6154,3576,6254,5357,22,805,24,46,3243,6858,4381,19927,10740,2019
"Alexander City, AL Micro Area",19006,18017,16190,1827,1487,268,72,15,15,0,0,0,0,0,215,179,580,10760,2019
"Alexandria, LA Metro Area",61254,55753,49819,5934,4827,571,536,997,983,14,0,0,0,109,1243,1737,1415,10780,2019
"Alexandria, MN Micro Area",19113,17053,15950,1103,835,181,87,89,84,0,0,0,5,57,312,161,1441,10820,2019
"Alice, TX Micro Area",19970,18595,16299,2296,1508,528,260,3,3,0,0,0,0,0,522,244,606,10860,2019
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",406612,366210,332131,34079,26080,4994,3005,6965,6281,219,338,41,86,761,9580,4392,18704,10900,2019
"Alma, MI Micro Area",16092,14633,13196,1437,1132,153,152,66,66,0,0,0,0,64,469,105,755,10940,2019
"Alpena, MI Micro Area",12375,11439,10577,862,766,81,15,101,95,0,0,6,0,96,241,43,455,10980,2019
"Altoona, PA Metro Area",55724,51098,46309,4789,3775,457,557,640,629,4,7,0,0,101,1600,385,1900,11020,2019
"Altus, OK Micro Area",11375,10688,9158,1530,1154,287,89,3,3,0,0,0,0,40,199,180,265,11060,2019
"Amarillo, TX Metro Area",125336,117555,104252,13303,9149,2413,1741,375,366,0,0,0,9,255,1910,1266,3975,11100,2019
"Americus, GA Micro Area",13625,12810,11258,1552,1254,133,165,5,5,0,0,0,0,2,205,196,407,11140,2019
"Ames, IA Metro Area",64188,52927,48047,4880,4128,509,243,3180,3174,0,6,0,0,1077,3642,423,2939,11180,2019
"Amsterdam, NY Micro Area",21234,18476,17025,1451,1251,156,44,160,140,20,0,0,0,85,879,738,896,11220,2019
"Anchorage, AK Metro Area",196295,171242,148641,22601,17385,2924,2292,2646,2620,4,0,0,22,2009,5227,6257,8914,11260,2019
"Andrews, TX Micro Area",8130,7772,6407,1365,791,101,473,10,10,0,0,0,0,0,59,180,109,11380,2019
"Angola, IN Micro Area",17303,16012,14159,1853,1403,207,243,28,28,0,0,0,0,51,530,136,546,11420,2019
"Ann Arbor, MI Metro Area",185365,147886,133178,14708,11479,2209,1020,9543,9385,138,0,20,0,2881,12994,1118,10943,11460,2019
"Anniston-Oxford, AL Metro Area",47207,44800,39831,4969,3783,518,668,185,124,0,0,61,0,0,636,387,1199,11500,2019
"Appleton, WI Metro Area",126653,116321,108293,8028,6133,1186,709,625,619,0,0,0,6,479,2699,875,5654,11540,2019
"Arcadia, FL Micro Area",13381,11406,9186,2220,1169,304,747,595,595,0,0,0,0,45,316,79,940,11580,2019
"Ardmore, OK Micro Area",24527,23043,20377,2666,2114,362,190,38,38,0,0,0,0,36,427,268,715,11620,2019
"Arecibo, PR Metro Area",50091,47515,45133,2382,1745,384,253,164,78,0,0,69,17,47,966,185,1214,11640,2019
"Arkadelphia, AR Micro Area",10449,9533,8143,1390,988,214,188,82,82,0,0,0,0,14,466,78,276,11660,2019
"Asheville, NC Metro Area",213127,187463,168808,18655,13308,3526,1821,929,811,17,0,17,84,464,4205,2092,17974,11700,2019
"Ashland, OH Micro Area",24986,22463,20952,1511,1273,183,55,99,99,0,0,0,0,57,1126,348,893,11740,2019
"Ashtabula, OH Micro Area",39407,36780,33316,3464,2541,411,512,171,171,0,0,0,0,31,767,631,1027,11780,2019
"Astoria, OR Micro Area",17728,14756,12886,1870,1441,214,215,199,199,0,0,0,0,226,1444,298,805,11820,2019
"Atchison, KS Micro Area",7667,6658,6063,595,425,143,27,1,1,0,0,0,0,6,551,30,421,11860,2019
"Athens, OH Micro Area",27769,21887,19782,2105,1798,151,156,297,278,0,0,0,19,518,3922,120,1025,11900,2019
"Athens, TN Micro Area",20802,19530,18079,1451,1027,264,160,57,28,0,0,0,29,0,280,124,811,11940,2019
"Athens, TX Micro Area",31861,29879,26299,3580,2830,571,179,167,13,7,0,98,49,15,347,149,1304,11980,2019
"Baton Rouge, LA Metro Area",393379,367640,333574,34066,24364,6144,3558,3332,3239,0,42,25,26,1021,5999,3381,12006,12940,2019
"Battle Creek, MI Metro Area",58637,53622,48332,5290,4099,643,548,582,558,6,0,0,18,195,1796,442,2000,12980,2019
"Athens-Clarke County, GA Metro Area",97111,84098,74075,10023,6969,2513,541,2725,2708,17,0,0,0,866,2851,1130,5441,12020,2019
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2857053,2473116,2209681,263435,196318,39546,27571,85842,57308,24061,3285,975,213,5429,37775,44734,210157,12060,2019
"Atlantic City-Hammonton, NJ Metro Area",124793,106611,96855,9756,7722,901,1133,6858,6329,98,371,35,25,492,4568,2301,3963,12100,2019
"Atmore, AL Micro Area",12649,12351,11365,986,691,219,76,39,39,0,0,0,0,7,74,46,132,12120,2019
"Auburn, IN Micro Area",21207,20189,18237,1952,1557,259,136,4,4,0,0,0,0,84,190,162,578,12140,2019
"Auburn, NY Micro Area",35549,31670,29440,2230,1962,146,122,267,263,1,0,3,0,36,1499,634,1443,12180,2019
"Auburn-Opelika, AL Metro Area",73873,67981,61355,6626,5325,877,424,534,481,53,0,0,0,202,1595,617,2944,12220,2019
"Augusta-Richmond County, GA-SC Metro Area",258693,240157,217496,22661,17156,3014,2491,2119,2026,18,42,0,33,377,4012,4029,7999,12260,2019
"Augusta-Waterville, ME Micro Area",58527,52725,46825,5900,4505,635,760,72,62,0,0,0,10,46,2207,493,2984,12300,2019
"Austin, MN Micro Area",18855,17093,14761,2332,1577,412,343,353,353,0,0,0,0,115,511,143,640,12380,2019
"Austin-Round Rock-Georgetown, TX Metro Area",1114985,952333,850278,102055,77433,14397,10225,22570,20080,704,1466,220,100,8492,20222,13285,98083,12420,2019
"Bainbridge, GA Micro Area",10207,9631,8100,1531,1210,210,111,75,75,0,0,0,0,6,46,282,167,12460,2019
"Bakersfield, CA Metro Area",337438,312464,271759,40705,26525,7720,6460,2760,2550,14,39,81,76,1168,3416,6175,11455,12540,2019
"Baltimore-Columbia-Towson, MD Metro Area",1402907,1187162,1073294,113868,90206,14196,9466,86943,58916,13674,12844,1112,397,4205,36361,16967,71269,12580,2019
"Bangor, ME Metro Area",71300,63941,56872,7069,5628,907,534,301,281,20,0,0,0,160,2698,949,3251,12620,2019
"Baraboo, WI Micro Area",33663,30416,27442,2974,2246,478,250,47,39,0,0,5,3,156,1158,427,1459,12660,2019
"Bardstown, KY Micro Area",21133,19948,18082,1866,1431,293,142,0,0,0,0,0,0,0,211,166,808,12680,2019
"Barnstable Town, MA Metro Area",103802,90685,82835,7850,6668,840,342,1526,859,196,80,34,357,507,2435,1072,7577,12700,2019
"Barre, VT Micro Area",30659,25573,22793,2780,2185,429,166,298,267,26,0,0,5,116,1934,288,2450,12740,2019
"Bartlesville, OK Micro Area",22017,20405,17802,2603,2012,420,171,32,32,0,0,0,0,96,409,257,818,12780,2019
"Batavia, NY Micro Area",28903,26392,23960,2432,1915,391,126,51,24,21,0,1,5,191,983,456,830,12860,2019
"Batesville, AR Micro Area",21554,20261,17490,2771,2164,417,190,43,43,0,0,0,0,12,277,250,711,12900,2019
"Bay City, MI Metro Area",46051,43026,39817,3209,2431,505,273,272,272,0,0,0,0,234,618,228,1673,13020,2019
"Bay City, TX Micro Area",15449,14565,13056,1509,1174,257,78,129,129,0,0,0,0,111,147,55,442,13060,2019
"Beatrice, NE Micro Area",10816,9596,8687,909,668,163,78,11,11,0,0,0,0,28,385,108,688,13100,2019
"Beaumont-Port Arthur, TX Metro Area",165383,158471,145958,12513,9688,1644,1181,789,724,30,0,35,0,104,1529,1330,3160,13140,2019
"Beaver Dam, WI Micro Area",44569,41164,37186,3978,3180,571,227,49,43,0,0,0,6,46,1267,282,1761,13180,2019
"Beckley, WV Metro Area",42991,39401,34815,4586,3884,407,295,113,113,0,0,0,0,17,1075,754,1631,13220,2019
"Bedford, IN Micro Area",20717,19585,17713,1872,1566,82,224,8,8,0,0,0,0,0,250,198,676,13260,2019
"Beeville, TX Micro Area",9851,9263,8245,1018,883,45,90,0,0,0,0,0,0,52,171,150,215,13300,2019
"Bellefontaine, OH Micro Area",21069,19418,17360,2058,1466,272,320,48,48,0,0,0,0,101,413,125,964,13340,2019
"Bellingham, WA Metro Area",104723,88877,79910,8967,6592,1013,1362,2626,2559,26,5,0,36,1874,3873,1083,6390,13380,2019
"Bemidji, MN Micro Area",20638,17633,15513,2120,1635,322,163,412,407,0,0,0,5,80,922,195,1396,13420,2019
"Bend, OR Metro Area",89194,74677,66401,8276,6722,909,645,236,220,0,16,0,0,1475,1883,901,10022,13460,2019
"Bennettsville, SC Micro Area",8979,8729,7776,953,814,128,11,13,13,0,0,0,0,10,38,16,173,13500,2019
"Bennington, VT Micro Area",16937,14196,12985,1211,1023,137,51,95,60,23,12,0,0,47,936,286,1377,13540,2019
"Berlin, NH Micro Area",13972,12185,10660,1525,1274,107,144,26,17,4,0,0,5,26,341,362,1032,13620,2019
"Big Rapids, MI Micro Area",17956,15740,14112,1628,1148,227,253,88,88,0,0,0,0,36,928,241,923,13660,2019
"Big Spring, TX Micro Area",14115,13443,11185,2258,1449,670,139,25,25,0,0,0,0,17,209,151,270,13700,2019
"Oshkosh-Neenah, WI Metro Area",86951,79777,73560,6217,4775,969,473,574,566,8,0,0,0,613,1926,653,3408,36780,2019
"Oskaloosa, IA Micro Area",10927,9623,8632,991,801,91,99,57,37,0,0,20,0,58,511,131,547,36820,2019
"Othello, WA Micro Area",7405,6710,5325,1385,1060,162,163,14,14,0,0,0,0,4,152,98,427,36830,2019
"Ottawa, IL Micro Area",69307,64457,58747,5710,4232,815,663,155,100,0,10,45,0,357,1186,682,2470,36837,2019
"Ottawa, KS Micro Area",12581,11737,10737,1000,797,111,92,13,13,0,0,0,0,0,203,147,481,36840,2019
"Ottumwa, IA Micro Area",15900,14848,13233,1615,1247,186,182,102,102,0,0,0,0,8,270,262,410,36900,2019
"Owatonna, MN Micro Area",18660,17126,15869,1257,1080,113,64,157,157,0,0,0,0,13,420,142,802,36940,2019
"Owensboro, KY Metro Area",52445,49554,45393,4161,3037,629,495,238,238,0,0,0,0,184,793,529,1147,36980,2019
"Oak Harbor, WA Micro Area",37301,31361,27070,4291,3079,573,639,951,525,0,98,0,328,229,1450,542,2768,36020,2019
"Ocala, FL Metro Area",123940,111973,99983,11990,9292,1671,1027,475,453,16,0,6,0,245,945,1907,8395,36100,2019
"Ocean City, NJ Metro Area",41894,36559,33451,3108,2573,385,150,699,570,21,97,0,11,561,1954,344,1777,36140,2019
"Odessa, TX Metro Area",73910,69671,60220,9451,6791,1485,1175,272,258,0,9,5,0,35,1308,565,2059,36220,2019
"Ogden-Clearfield, UT Metro Area",314219,282572,252245,30327,22610,4303,3414,5480,3100,134,2105,85,56,1250,4017,3190,17710,36260,2019
"Ogdensburg-Massena, NY Micro Area",42818,37344,32875,4469,3357,549,563,152,148,2,0,2,0,57,2718,362,2185,36300,2019
"Oil City, PA Micro Area",22315,20651,18055,2596,2151,246,199,78,73,0,3,0,2,24,741,167,654,36340,2019
"Okeechobee, FL Micro Area",15192,14213,12260,1953,1375,317,261,19,19,0,0,0,0,83,304,172,401,36380,2019
"Oklahoma City, OK Metro Area",661603,612729,550251,62478,48074,8157,6247,2755,2430,98,23,162,42,1914,10630,6574,27001,36420,2019
"Olean, NY Micro Area",32891,29747,27157,2590,2177,264,149,128,111,5,0,0,12,108,1467,332,1109,36460,2019
"Olympia-Lacey-Tumwater, WA Metro Area",129904,115072,102537,12535,9732,1647,1156,2631,2443,0,169,19,0,917,2345,1642,7297,36500,2019
"Omaha-Council Bluffs, NE-IA Metro Area",481819,443433,403925,39508,30866,4745,3897,4161,3988,41,31,78,23,858,8315,4865,20187,36540,2019
"Oxford, MS Micro Area",24559,22678,20163,2515,1900,332,283,183,183,0,0,0,0,254,532,101,811,37060,2019
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",407902,366144,321004,45140,32340,7840,4960,4582,3359,179,967,18,59,2033,7105,3574,24464,37100,2019
"Ozark, AL Micro Area",20189,18851,17444,1407,1243,88,76,7,7,0,0,0,0,27,631,228,445,37120,2019
"Paducah, KY-IL Micro Area",41215,38537,35765,2772,2209,264,299,202,170,0,32,0,0,29,533,574,1340,37140,2019
"Pahrump, NV Micro Area",14521,12945,11136,1809,1193,282,334,102,102,0,0,0,0,30,573,255,616,37220,2019
"Palatka, FL Micro Area",25535,23508,20692,2816,2279,259,278,71,71,0,0,0,0,223,365,199,1169,37260,2019
"Palestine, TX Micro Area",18989,17899,15954,1945,1563,312,70,88,61,0,6,21,0,0,108,199,695,37300,2019
"Palm Bay-Melbourne-Titusville, FL Metro Area",249363,222892,203679,19213,15325,2146,1742,1338,1173,27,44,55,39,1914,2779,4613,15827,37340,2019
"Pampa, TX Micro Area",9206,8703,7539,1164,925,156,83,0,0,0,0,0,0,0,206,239,58,37420,2019
"Panama City, FL Metro Area",84130,77249,68460,8789,6976,1015,798,877,808,0,0,56,13,343,900,1351,3410,37460,2019
"Paragould, AR Micro Area",18088,17174,15092,2082,1759,213,110,18,18,0,0,0,0,0,323,206,367,37500,2019
"Paris, TN Micro Area",12336,11349,10310,1039,893,121,25,18,15,0,0,0,3,15,97,515,342,37540,2019
"Paris, TX Micro Area",21258,19496,17647,1849,1307,323,219,30,30,0,0,0,0,14,727,339,652,37580,2019
"Parkersburg-Vienna, WV Metro Area",37293,34457,30802,3655,3054,363,238,365,365,0,0,0,0,60,822,323,1266,37620,2019
"Parsons, KS Micro Area",9386,8646,7901,745,649,52,44,27,21,6,0,0,0,34,270,86,323,37660,2019
"Payson, AZ Micro Area",18221,16746,14623,2123,1703,238,182,30,30,0,0,0,0,0,319,173,953,37740,2019
"Pearsall, TX Micro Area",6523,6102,5663,439,120,76,243,0,0,0,0,0,0,0,82,30,309,37770,2019
"Pecos, TX Micro Area",5807,5483,4715,768,645,59,64,0,0,0,0,0,0,0,112,60,152,37780,2019
"Pella, IA Micro Area",16705,14686,13027,1659,1265,198,196,83,78,0,0,0,5,94,829,96,917,37800,2019
"Pensacola-Ferry Pass-Brent, FL Metro Area",219952,193669,170387,23282,18866,2877,1539,949,909,0,0,13,27,1077,4831,3015,16411,37860,2019
"Peoria, IL Metro Area",183209,168857,155527,13330,10788,1506,1036,1996,1968,0,15,0,13,517,3778,1556,6505,37900,2019
"Peru, IN Micro Area",15019,14204,12991,1213,953,161,99,29,22,0,7,0,0,81,182,220,303,37940,2019
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2945223,2358757,2136151,222606,173427,28820,20359,279068,148393,56476,67828,5810,561,18882,105618,30676,152222,37980,2019
"Phoenix-Mesa-Chandler, AZ Metro Area",2195573,1914171,1670926,243245,186168,34884,22193,41056,36448,1281,539,2656,132,16566,33569,36937,153274,38060,2019
"Picayune, MS Micro Area",21134,19646,17052,2594,1824,502,268,1,1,0,0,0,0,5,345,382,755,38100,2019
"Pierre, SD Micro Area",11001,9954,9175,779,595,126,58,113,113,0,0,0,0,8,449,30,447,38180,2019
"Pine Bluff, AR Metro Area",31740,29588,27569,2019,1554,329,136,75,64,0,0,11,0,22,705,517,833,38220,2019
"Pinehurst-Southern Pines, NC Micro Area",42434,38026,34645,3381,2574,444,363,22,22,0,0,0,0,20,472,712,3182,38240,2019
"Pittsburg, KS Micro Area",18343,17123,15767,1356,1040,206,110,11,11,0,0,0,0,87,525,171,426,38260,2019
"Pittsburgh, PA Metro Area",1138648,965987,871741,94246,77667,10330,6249,64890,58358,2479,142,3797,114,3641,38274,9030,56826,38300,2019
"Pittsfield, MA Metro Area",62726,53315,47955,5360,4093,816,451,844,703,123,16,0,2,305,4033,536,3693,38340,2019
"Plainview, TX Micro Area",13882,13210,11847,1363,1018,189,156,57,57,0,0,0,0,0,172,28,415,38380,2019
"Platteville, WI Micro Area",25687,21854,20031,1823,1442,247,134,59,58,0,1,0,0,99,1474,395,1806,38420,2019
"Plattsburgh, NY Micro Area",34916,31789,28297,3492,2589,629,274,246,128,4,2,0,112,82,1254,607,938,38460,2019
"Plymouth, IN Micro Area",20733,18766,16426,2340,1814,224,302,105,77,0,0,28,0,424,479,257,702,38500,2019
"Pocatello, ID Metro Area",40143,35600,30837,4763,3230,861,672,401,389,0,0,12,0,349,1302,462,2029,38540,2019
"Point Pleasant, WV-OH Micro Area",21818,20438,19083,1355,1119,110,126,20,20,0,0,0,0,12,359,165,824,38580,2019
"Ponca City, OK Micro Area",18511,17262,15319,1943,1321,391,231,32,32,0,0,0,0,19,407,196,595,38620,2019
"Ponce, PR Metro Area",61231,57431,52460,4971,3757,764,450,170,41,0,0,129,0,225,1526,694,1185,38660,2019
"Pontiac, IL Micro Area",15732,14106,12832,1274,962,126,186,30,27,0,0,0,3,122,548,317,609,38700,2019
"Poplar Bluff, MO Micro Area",22250,20183,17741,2442,1887,338,217,239,239,0,0,0,0,86,440,261,1041,38740,2019
"Portales, NM Micro Area",8021,7059,6114,945,735,92,118,30,30,0,0,0,0,14,418,326,174,38780,2019
"Port Angeles, WA Micro Area",28466,24732,21788,2944,2168,485,291,307,262,37,0,0,8,126,956,353,1992,38820,2019
"Portland-South Portland, ME Metro Area",284995,246892,224363,22529,18623,2354,1552,2982,2405,61,220,21,275,1769,11732,2804,18816,38860,2019
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1234660,980290,867544,112746,89904,14156,8686,80563,58800,8031,2815,10768,149,26807,41385,13654,91961,38900,2019
"Port Lavaca, TX Micro Area",9405,8950,7795,1155,912,224,19,44,44,0,0,0,0,6,61,19,325,38920,2019
"Port St. Lucie, FL Metro Area",195596,175857,155925,19932,15164,2733,2035,679,613,0,55,11,0,1148,2494,3523,11895,38940,2019
"Portsmouth, OH Micro Area",27477,25736,24032,1704,1329,249,126,59,52,0,0,7,0,40,608,113,921,39020,2019
"Pottsville, PA Micro Area",61484,57291,51300,5991,4631,844,516,302,255,8,11,8,20,68,1599,514,1710,39060,2019
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",319119,265814,239931,25883,19735,3458,2690,16872,6853,1299,8463,210,47,625,12186,4842,18780,39100,2019
"Prescott Valley-Prescott, AZ Metro Area",86002,74495,65474,9021,6876,1436,709,303,303,0,0,0,0,560,2507,1302,6835,39150,2019
"Price, UT Micro Area",8398,7655,6919,736,369,204,163,40,34,0,6,0,0,21,286,49,347,39220,2019
"Prineville, OR Micro Area",8777,8086,6968,1118,873,135,110,0,0,0,0,0,0,34,213,64,380,39260,2019
"Providence-Warwick, RI-MA Metro Area",801772,716381,647406,68975,53133,8963,6879,20928,11715,1398,7664,52,99,1817,25130,6604,30912,39300,2019
"Provo-Orem, UT Metro Area",281449,237791,205712,32079,24736,4080,3263,6195,2962,546,2394,267,26,2638,11527,3104,20194,39340,2019
"Pueblo, CO Metro Area",67418,63003,55611,7392,5139,1548,705,489,459,12,9,5,4,206,1390,465,1865,39380,2019
"Pullman, WA Micro Area",22214,16064,13618,2446,1933,314,199,1240,1240,0,0,0,0,218,3558,161,973,39420,2019
"Punta Gorda, FL Metro Area",60672,53080,48223,4857,3991,448,418,113,58,17,0,0,38,573,495,932,5479,39460,2019
"Quincy, IL-MO Micro Area",36501,33188,30058,3130,2492,457,181,211,178,4,3,0,26,89,849,289,1875,39500,2019
"Racine, WI Metro Area",93229,86173,78551,7622,6090,1099,433,1236,1112,0,103,0,21,139,1321,1138,3222,39540,2019
"Raleigh-Cary, NC Metro Area",680305,598626,542415,56211,42345,8200,5666,6068,5579,340,80,48,21,1534,7355,6284,60438,39580,2019
"Rapid City, SD Metro Area",69505,63265,57224,6041,4736,799,506,414,384,0,0,12,18,210,1387,562,3667,39660,2019
"Raymondville, TX Micro Area",7622,7002,6346,656,384,226,46,0,0,0,0,0,0,0,274,36,310,39700,2019
"Reading, PA Metro Area",201319,179304,161148,18156,13631,2311,2214,3121,2883,107,86,0,45,475,6642,3308,8469,39740,2019
"Red Bluff, CA Micro Area",24008,21877,19470,2407,1467,582,358,66,57,0,9,0,0,27,706,181,1151,39780,2019
"Redding, CA Metro Area",72331,64829,58933,5896,4344,1028,524,421,374,7,0,0,40,484,1531,808,4258,39820,2019
"Red Wing, MN Micro Area",23845,21223,19530,1693,1266,301,126,359,359,0,0,0,0,24,786,149,1304,39860,2019
"Reno, NV Metro Area",229889,204914,177418,27496,20365,4351,2780,4207,4166,19,7,6,9,1440,5877,2582,10869,39900,2019
"Rexburg, ID Micro Area",23172,19732,16832,2900,2446,274,180,159,159,0,0,0,0,192,1661,212,1216,39940,2019
"Richmond, IN Micro Area",29642,26740,24233,2507,1905,341,261,86,86,0,0,0,0,25,850,744,1197,39980,2019
"Rockford, IL Metro Area",155746,144763,129148,15615,11921,2261,1433,1512,1371,0,85,56,0,454,1814,1313,5890,40420,2019
"Rockingham, NC Micro Area",17588,16575,15265,1310,925,167,218,81,81,0,0,0,0,0,418,110,404,40460,2019
"Rockport, TX Micro Area",9531,8348,7360,988,862,102,24,19,19,0,0,0,0,30,180,84,870,40530,2019
"Rock Springs, WY Micro Area",21188,19207,16003,3204,2207,591,406,612,606,0,0,0,6,33,655,210,471,40540,2019
"Rocky Mount, NC Metro Area",63040,58168,52793,5375,3912,972,491,256,232,0,0,24,0,29,1023,1468,2096,40580,2019
"Rolla, MO Micro Area",18739,17086,14943,2143,1670,350,123,61,61,0,0,0,0,43,692,291,566,40620,2019
"Rome, GA Metro Area",41094,37223,33436,3787,2597,632,558,157,145,12,0,0,0,110,1329,455,1820,40660,2019
"Roseburg, OR Micro Area",42205,38149,33376,4773,3872,535,366,121,114,0,7,0,0,149,1089,315,2382,40700,2019
"Roswell, NM Micro Area",26631,24981,22267,2714,1876,322,516,284,280,4,0,0,0,23,472,280,591,40740,2019
"Ruidoso, NM Micro Area",7533,6482,5624,858,641,153,64,11,11,0,0,0,0,0,234,9,797,40760,2019
"Russellville, AR Micro Area",35259,32560,29107,3453,2607,524,322,165,132,0,17,0,16,53,710,389,1382,40780,2019
"Ruston, LA Micro Area",20784,19174,17498,1676,1057,328,291,0,0,0,0,0,0,7,577,149,877,40820,2019
"Rutland, VT Micro Area",29280,25961,23619,2342,1903,183,256,264,247,4,12,1,0,34,1316,220,1485,40860,2019
"Sacramento-Roseville-Folsom, CA Metro Area",1046390,901566,803296,98270,73735,14027,10508,24241,16438,1913,2559,3183,148,14831,18404,12834,74514,40900,2019
"Safford, AZ Micro Area",12848,11993,10094,1899,1144,244,511,22,22,0,0,0,0,9,221,83,520,40940,2019
"Saginaw, MI Metro Area",81392,75631,67649,7982,6438,910,634,367,333,0,0,23,11,421,1689,625,2659,40980,2019
"Richmond, VA Metro Area",633512,568035,513633,54402,42764,6965,4673,9905,9034,294,402,120,55,2914,10768,8286,33604,40060,2019
"Richmond-Berea, KY Micro Area",46186,41892,37071,4821,4078,540,203,75,75,0,0,0,0,68,1982,589,1580,40080,2019
"Rio Grande City-Roma, TX Micro Area",21143,18622,14875,3747,2796,554,397,58,58,0,0,0,0,0,854,97,1512,40100,2019
"Riverside-San Bernardino-Ontario, CA Metro Area",1913758,1730013,1510688,219325,160000,32404,26921,25171,16439,1095,7189,369,79,5119,27778,24973,100704,40140,2019
"Riverton, WY Micro Area",17093,14343,12724,1619,1227,310,82,192,192,0,0,0,0,335,688,327,1208,40180,2019
"Roanoke, VA Metro Area",147191,132298,122001,10297,7833,1275,1189,1981,1854,75,10,42,0,294,3030,1505,8083,40220,2019
"Roanoke Rapids, NC Micro Area",25685,24292,21452,2840,2311,394,135,21,21,0,0,0,0,14,400,224,734,40260,2019
"Rochelle, IL Micro Area",24628,22664,20066,2598,2017,436,145,124,75,7,0,0,42,11,338,245,1246,40300,2019
